CODFILIAL;CLASSIFICACAO;CODPROD;PRODUTO;CODFORNEC;FORNECEDOR;VALOR_ULTIMA_ENTRADA;QTD_TOTAL_ESTOQUE;QTD_GIRO_DIA;COBERTURA_ESTOQUE_ORIGINAL;COBERTURA_ESTOQUE_AJUSTADA;QTD_VENDAS_90D;QTD_DIAS_ZERADOS;VALOR_ESTOQUE;GIRO_MEDIO_CORRIGIDO;VALOR_EXCEDENTE
7;Farma;153466;OLMESARTANA+HCT 40MG+25MG 30COM GEN GMD;53333;GERMED FARMACEUTICA LTDA;23,857143;27;1,0;27,0;27,0;85;0;644,14;0,94;0,0
7;Farma;153467;LAMOTRIGINA 50MG 30COM (C1) GEN TORRENT;792019;TORRENT DO BRASIL LTDA;13,188858;28;0,204;137,25;137,25;21;0;369,29;0,23;127,13
7;Farma;153468;HEMOVIRTUS PRO C/10APLIC 30G;47252;HYPERA S.A;16,6344;2;0,99;2,02;2,02;1;0;33,27;0,01;0,0
7;Farma;153469;FLAVONID TOPICO 200G;47252;HYPERA S.A;22,869;95;2,524;37,64;37,64;132;0;2172,56;1,47;0,0
7;HB;153501;FRALDA CALCA D&N GIGA MAMYPOKO M 68UND;793042;UNICHARM DO BRASIL IND E COM DE PROD DE HIGIENE LTDA;49,855332;8;4,369;1,83;1,83;432;0;398,84;4,8;0,0
7;HB;153503;FRALDA CALCA D&N GIGA MAMYPOKO XG 52UND;793042;UNICHARM DO BRASIL IND E COM DE PROD DE HIGIENE LTDA;49,855332;16;7,255;2,21;2,21;702;0;797,69;7,8;0,0
7;HB;153504;FRALDA CALCA D&N GIGA MAMYPOKO XXG 44UND;793042;UNICHARM DO BRASIL IND E COM DE PROD DE HIGIENE LTDA;49,855332;368;4,699;78,31;78,31;466;0;18346,76;5,18;4289,74
7;Farma;153609;HIDROXICLOROQUINA 400MG 30COM GEN NQ;47252;HYPERA S.A;52,3972;234;0,058;4034,48;4034,48;6;0;12260,94;0,07;11987,43
7;Farma;153621;PARAMOL (PARACETAMOL) 750MG 20COM;2378;BELFAR LTDA;3,4765;1019;0,362;2814,92;2814,92;21;0;3542,55;0,23;3429,29
7;Farma;153628;TRAMADOL+PARAC 37,5+325MG (A2) 10COM GMD;53333;GERMED FARMACEUTICA LTDA;9,749567;23;0,745;30,87;30,87;69;0;224,24;0,77;0,0
7;Farma;153629;TRAMADOL+PARAC 37,5+325MG (A2) 20COM GMD;53333;GERMED FARMACEUTICA LTDA;20,380823;16;0,175;91,43;91,43;16;0;326,09;0,18;5,1
7;Farma;153630;TRAMADOL+PARAC 37,5+325MG (A2) 30COM GMD;53333;GERMED FARMACEUTICA LTDA;27,790715;75;0,058;1293,1;1293,1;6;0;2084,3;0,07;1939,23
7;Farma;153644;KAODINE (PERMETRINA) 50MG/ML LOC 60ML;33928;GEOLAB IND FARMACEUTICA S/A;7,3943;42;1,782;23,57;23,57;110;0;310,56;1,22;0,0
7;Farma;153650;NEBULIZADOR REDE VIBRATO G-TECH NEBMESH2;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;82,956756;1;0,068;14,71;14,71;6;0;82,96;0,07;0,0
7;Farma;153672;DIPIRONA SOD 1G 20COM GEN NQ;47252;HYPERA S.A;10,8344;242;0,796;304,02;304,02;80;0;2621,92;0,89;1845,74
7;Farma;153698;ETORICOXIBE 90MG 14COM (C1) GEN NQ;47252;HYPERA S.A;39,081065;126;0,207;608,7;608,7;18;0;4924,21;0,2;4196,14
7;Farma;153699;ETORICOXIBE 90MG 7COM (C1) GEN NQ;47252;HYPERA S.A;19,942739;96;1,437;66,81;66,81;124;0;1914,5;1,38;0,0
7;Farma;153702;VIT NEO QUIMICA VITAMINA D3 7.000UI 4CAP;47252;HYPERA S.A;2,8302;70;3,061;22,87;22,87;203;0;198,11;2,26;0,0
7;Farma;153728;LEVANLODIPINO 5MG 30COM GEN NQ;47252;HYPERA S.A;34,9044;206;3,986;51,68;51,68;267;0;7190,31;2,97;0,0
7;Farma;153729;LEVANLODIPINO 2,5MG 30COM GEN NQ;47252;HYPERA S.A;17,632;660;9,932;66,45;66,45;847;0;11637,12;9,41;0,0
7;Farma;153730;LEVANLODIPINO 2,5MG 60COM GEN NQ;47252;HYPERA S.A;34,1504;45;0,172;261,63;261,63;15;0;1536,77;0,17;1008,13
7;Farma;153731;BRONFENIRAMINA+FENILEF 2+5MG XPE 120ML G;47252;HYPERA S.A;10,3829;3915;33,495;116,88;116,88;2701;0;40649,05;30,01;9348,45
7;HB;153761;OFF! ACTIVE REPELENTE SPRAY 170ML;790595;CERAS JOHNSON LTDA;13,22224;209;0,0;;9999,0;0;0;2763,45;0,0;0,0
7;HB;153763;OFF! TOQUE LEVE REPELENTE GEL HID 100G;790595;CERAS JOHNSON LTDA;13,739396;5;0,0;;9999,0;0;0;68,7;0,0;0,0
7;Farma;153764;OPTOCARE LUTEINA PLUS 30CAP GEL;789423;KLEY HERTZ DISTRIBUIDORA LTDA;25,942901;81;0,031;2612,9;2612,9;3;0;2101,37;0,03;2028,99
7;HB;153791;GALINHA PINTADINHA INFLAVEL 90CM;789603;SOFTYS BRASIL LTDA;21,0645;20;;;9999,0;0;0;421,29;0,0;0,0
7;HB;153846;DRJ RECARGA THE RAZOR 4 C/4UN ;793036;BOTICARIO PRODUTOS DE BELEZA LTDA (MULTI B);7,030125;6;0,0;;9999,0;0;0;42,18;0,0;0,0
7;HB;153848;DRJ GEL POS BARBA RECH AFTER SHAVE 75ML;793036;BOTICARIO PRODUTOS DE BELEZA LTDA (MULTI B);14,00625;10;0,0;;9999,0;0;0;140,06;0,0;0,0
7;HB;153850;DRJ APARELHO BARBEAR THE RAZOR 4;793036;BOTICARIO PRODUTOS DE BELEZA LTDA (MULTI B);9,5068;2;0,0;;9999,0;0;0;19,01;0,0;0,0
7;HB;153853;DRJ BALM BARB MULTIF SHAV/SOL 100ML;793036;BOTICARIO PRODUTOS DE BELEZA LTDA (MULTI B);15,717;6;;;9999,0;0;0;94,3;0,0;0,0
7;HB;153861;SIAGE SH PRO CRONOLOGY 250ML;793036;BOTICARIO PRODUTOS DE BELEZA LTDA (MULTI B);12,66525;30;0,0;;9999,0;0;0;379,96;0,0;0,0
7;HB;153862;SIAGE CD PRO CRONOLOGY 200ML;793036;BOTICARIO PRODUTOS DE BELEZA LTDA (MULTI B);13,7005;31;0,0;;9999,0;0;0;424,72;0,0;0,0
7;HB;153863;SIAGE LEAVE CAP PRO CRONOLOGY 100ML;793036;BOTICARIO PRODUTOS DE BELEZA LTDA (MULTI B);18,210375;20;0,0;;9999,0;0;0;364,21;0,0;0,0
7;HB;153864;SIAGE KIT MASC+ 2 POTENC PRO CRONOLOGY;793036;BOTICARIO PRODUTOS DE BELEZA LTDA (MULTI B);36,961;14;0,0;;9999,0;0;0;517,45;0,0;0,0
7;Farma;153892;BISOPROLOL 10MG 30COM GEN GMD ;53333;GERMED FARMACEUTICA LTDA;24,6236;42;0,078;538,46;538,46;8;0;1034,19;0,09;861,33
7;Farma;153893;BISOPROLOL 5MG 30COM GEN GMD ;53333;GERMED FARMACEUTICA LTDA;23,2123;49;0,029;1689,66;1689,66;3;0;1137,4;0,03;1076,82
7;Farma;153902;BRONFENIRAMINA+FENILEF SOL GTS 20ML GEN ;47252;HYPERA S.A;6,438;1759;4,068;432,4;432,4;317;0;11324,44;3,52;8967,36
7;Farma;153903;BRONFENIRAMINA+FENILEF 12+15MG 12COM LP;47252;HYPERA S.A;11,6696;2290;16,796;136,34;136,34;1293;0;26723,38;14,37;9082,89
7;Farma;153907;ACU FRESH G 5MG/ML+9MG/ML SOL OFT 10ML;33928;GEOLAB IND FARMACEUTICA S/A;10,846;197;1,825;107,95;107,95;182;0;2136,66;2,02;355,29
7;Farma;153908;ACU FRESH G 5MG/ML+9MG/ML SOL OFT 15ML;33928;GEOLAB IND FARMACEUTICA S/A;14,0128;202;0,155;1303,23;1303,23;15;0;2830,59;0,17;2635,11
7;Farma;153936;EXTRATO DE PROPOLIS AQOSO 20ML ARTE NAT;6195;ARTE NATIVA PRODUTOS NATURAIS LTDA;7,840528;67;1,375;48,73;48,73;33;0;525,32;0,37;0,0
7;HB;153947;FRALDA ROUPA INT PLENTY CARE G/XG 16UND;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;21,14144;676;75,058;9,01;9,01;6855;0;14291,61;76,17;0,0
7;HB;153948;FRALDA ROUPA INT PLENTY CARE P/M 16UND;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;21,141272;972;55,538;17,5;17,5;4386;0;20549,32;48,73;0,0
7;Farma;154071;DORSPAN COMPOSTO (BUTIL ESCOP+DIP) 20ML;33286;MULTILAB IND E COM DE PROD FARMAC LTDA (MARCAS);6,751441;59;1,408;41,9;41,9;128;0;398,34;1,42;0,0
7;Farma;154136;POLICLAVUMOXIL AMOX+CLAV POT 500MG 18COM;33286;MULTILAB IND E COM DE PROD FARMAC LTDA (MARCAS);34,440452;43;0,553;77,76;77,76;35;0;1480,94;0,39;0,0
7;Farma;154137;POLICLAVUMOXIL BD 875+125MG 14COM;33286;MULTILAB IND E COM DE PROD FARMAC LTDA (MARCAS);45,38964;201;0,33;609,09;609,09;22;0;9123,32;0,24;7775,25
7;Farma;154138;POLICLAVUMOXIL BD AMOX+CL 400MG SUS 70ML;33286;MULTILAB IND E COM DE PROD FARMAC LTDA (MARCAS);15,932186;102;0,65;156,92;156,92;67;0;1625,08;0,74;693,03
7;Farma;154139;POLICLAVUMOXIL BD AMOX+CL 250MG SUS 75ML;33286;MULTILAB IND E COM DE PROD FARMAC LTDA (MARCAS);23,340456;55;0,631;87,16;87,16;64;0;1283,73;0,71;0,0
7;Farma;154142;RIFASAN (RIFAMICINA) SPRAY 10MG 20ML;33286;MULTILAB IND E COM DE PROD FARMAC LTDA (MARCAS);6,763702;168;0,5;336,0;336,0;9;0;1136,3;0,1;831,93
7;Farma;154188;DIPIRONA 1G 10COM GEN NATULAB;33057;NATULAB LABORATORIO LTDA;5,776595;217;0,427;508,2;508,2;12;0;1253,52;0,13;1031,53
7;Farma;154189;DIPIRONA 500MG 30COM GEN NATULAB;33057;NATULAB LABORATORIO LTDA;6,251206;85;0,097;876,29;876,29;10;0;531,35;0,11;476,78
7;HB;154192;PAMPERS REFIL SAB LIQ GLICERINA 350ML;793036;BOTICARIO PRODUTOS DE BELEZA LTDA (MULTI B);7,205199;2;0,0;;9999,0;0;0;14,41;0,0;0,0
7;HB;154194;PAMPERS SAB LIQ GLICERINA CORPO 200ML;793036;BOTICARIO PRODUTOS DE BELEZA LTDA (MULTI B);6,099329;1;0,0;;9999,0;0;0;6,1;0,0;0,0
7;HB;154198;PAMPERS OLEO CORPO GIRASSOL 110ML;793036;BOTICARIO PRODUTOS DE BELEZA LTDA (MULTI B);9,9735;10;0,0;;9999,0;0;0;99,74;0,0;0,0
7;HB;154199;PAMPERS SH GLICERINA 400ML;793036;BOTICARIO PRODUTOS DE BELEZA LTDA (MULTI B);8,5515;7;0,0;;9999,0;0;0;59,86;0,0;0,0
7;HB;154200;PAMPERS REFIL SH GLICERINA 350ML;793036;BOTICARIO PRODUTOS DE BELEZA LTDA (MULTI B);7,39875;10;0,0;;9999,0;0;0;73,99;0,0;0,0
7;HB;154201;PAMPERS CD GLICERINA 200ML;793036;BOTICARIO PRODUTOS DE BELEZA LTDA (MULTI B);7,11975;1;0,0;;9999,0;0;0;7,12;0,0;0,0
7;HB;154203;PAMPERS SH GLICERINA 200ML;793036;BOTICARIO PRODUTOS DE BELEZA LTDA (MULTI B);6,25575;9;0,0;;9999,0;0;0;56,3;0,0;0,0
7;HB;154246;CR ASSADURAS HUGGIES 30G;30241;KIMBERLY-CLARK BRASIL IND.E CO;19,482426;2;0,724;2,76;2,76;36;0;38,96;0,4;0,0
7;Farma;154293;NECESSAIRE PERSONAL HELIODERM TRADE;789423;KLEY HERTZ DISTRIBUIDORA LTDA;7,986;1500;;;9999,0;0;0;11979,0;0,0;0,0
7;HB;154304;FRALDA HUGG TRP PROT DIA DS JB M34UN;30241;KIMBERLY-CLARK BRASIL IND.E CO;18,818552;45;0,175;257,14;257,14;9;0;846,83;0,1;649,23
7;Farma;154332;FUROSEMIDA 40MG 30COM GEN GEO;33928;GEOLAB IND FARMACEUTICA S/A;3,712;114;1,72;66,28;66,28;123;0;423,17;1,37;0,0
7;Farma;154334;KIT ACADEMICO PLUS KA120 AZUL INCOTERM;31100;INCOTERM SOLUCOES EM MEDICAO LTDA;94,784496;20;;;9999,0;0;0;1895,69;0,0;0,0
7;Farma;154335;KIT ACADEMICO PLUS KA120 LILAS INCOTERM;31100;INCOTERM SOLUCOES EM MEDICAO LTDA;94,784043;19;0,0;;9999,0;0;0;1800,9;0,0;0,0
7;Farma;154336;TESTE TIRAS GLICOSE GLYCEMIC CONTRO 25UN;31100;INCOTERM SOLUCOES EM MEDICAO LTDA;18,421607;34;;;9999,0;0;0;626,33;0,0;0,0
7;Farma;154340;OVULATION TESTE DE OVULACAO CANETA 5UND;31100;INCOTERM SOLUCOES EM MEDICAO LTDA;17,249876;40;0,175;228,57;228,57;12;0;690,0;0,13;418,31
7;Farma;154343;LANCETA GLYCEMIC CONTROL 100UND  INCOTER;31100;INCOTERM SOLUCOES EM MEDICAO LTDA;5,175306;42;0,466;90,13;90,13;46;0;217,36;0,51;0,31
7;Farma;154344;LANCETADOR GLYCEMIC CONTROL INCOTERM ;31100;INCOTERM SOLUCOES EM MEDICAO LTDA;5,367349;43;0,379;113,46;113,46;39;0;230,8;0,43;47,72
7;Farma;154345;KIT GLICOSIMETRO GLYCEMIC CONTROL INCOTE;31100;INCOTERM SOLUCOES EM MEDICAO LTDA;32,724082;44;0,0;;9999,0;0;0;1439,86;0,0;0,0
7;Farma;154348;VIT NEO QUIM KIDS MULTV IMUNID 60COMMAST;47252;HYPERA S.A;4,343465;3388;9,806;345,5;345,5;727;0;14715,66;8,08;10882,35
7;HB;154350;PENTE AFRO HORA DO BLEC 7201-00      ;30083;LOLLY BABY PRODUTOS INFANTIS L;5,855755;3;0,01;300,0;9999,0;0;0;17,57;0,0;0,0
7;Farma;154427;NEOSORO FLUID ALT VOL FRASC240ML+30SACHE;47252;HYPERA S.A;29,4176;21;0,591;35,53;35,53;52;0;617,77;0,58;0,0
7;Farma;154429;NEOGERMINA 5FLACONETES 4BI SUSP;47252;HYPERA S.A;14,322528;2623;15,932;164,64;164,64;1320;0;37567,99;14,67;17031,55
7;Farma;154430;NEOGERMINA 10FLACONETES 2BI SUSP;47252;HYPERA S.A;15,036912;425;13,67;31,09;31,09;956;0;6390,69;10,62;0,0
7;Farma;154445;AGIL-C KIDS 30MG SACHE 25PAST GOMAS;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;4,346471;48;1,313;36,56;36,56;42;0;208,63;0,47;0,0
7;Farma;154446;AGIL-C 45MG SACHE 25PAST GOMAS;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;3,671291;48;0,155;309,68;309,68;16;0;176,22;0,18;125,01
7;Farma;154509;PREDNISOLONA 5MG 10COM GEN NQ ;47252;HYPERA S.A;2,7376;69;1,107;62,33;62,33;94;0;188,89;1,04;0,0
7;Farma;154510;PREDNISOLONA 5MG 20COM GEN NQ ;47252;HYPERA S.A;4,35;147;0,641;229,33;229,33;53;0;639,45;0,59;388,5
7;Farma;154511;PREDNISOLONA 20MG 10COM GEN NQ ;47252;HYPERA S.A;5,1677;579;9,864;58,7;58,7;830;0;2992,1;9,22;0,0
7;Farma;154512;PREDNISOLONA 20MG 20COM GEN NQ ;47252;HYPERA S.A;15,7412;31;1,546;20,05;20,05;124;0;487,98;1,38;0,0
7;Farma;154513;PREDNISOLONA 40MG 7COM GEN NQ;47252;HYPERA S.A;9,522496;164;2,253;72,79;72,79;196;0;1561,69;2,18;0,0
7;Farma;154514;PREDNISOLONA 40MG 10COM GEN NQ ;47252;HYPERA S.A;12,5976;60;1,563;38,39;38,39;143;0;755,86;1,59;0,0
7;Farma;154535;CLARITROMICINA 500MG 7COM GEN PHARLAB ;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;21,0656;116;0,049;2367,35;2367,35;4;0;2443,61;0,04;2350,71
7;Farma;154569;IZONAX (CETOCONAZOL) 200MG 30COM;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;10,8678;6;0,155;38,71;38,71;15;0;65,21;0,17;0,0
7;Farma;154570;ACICLOVIR 200MG 60COM GEN PHARLAB;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;20,5383;55;;;9999,0;0;0;1129,61;0,0;0,0
7;Farma;154571;ACICLOVIR 200MG 30COM GEN PHARLAB;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;11,3484;35;0,214;163,55;163,55;21;0;397,19;0,23;178,62
7;Farma;154572;HERVIRAX (ACICLOVIR) 200MG 30COM;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;11,3484;60;0,026;2307,69;9999,0;0;0;680,9;0,0;0,0
7;Farma;154573;DORALGINA (DIP+ISOMET+CAF)(10X10) 100COM;47252;HYPERA S.A;40,1476;267;6,495;41,11;41,11;510;2;10719,41;5,8;0,0
7;Farma;154574;DORALGINA (DIP+ISOMET+CAF) (25X4) 100COM;47252;HYPERA S.A;40,9925;315;11,136;28,29;28,29;920;0;12912,64;10,22;0,0
7;Farma;154575;DORALGINA (DIP+ISOMET+CAF) (2X10) 20COM;47252;HYPERA S.A;7,3963;1963;78,922;24,87;24,87;6760;0;14518,94;75,11;0,0
7;Farma;154577;FARMOXICAM (PIROXICAM) 20MG 10CAP;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;3,654;89;0,379;234,83;234,83;39;0;325,21;0,43;200,57
7;Farma;154579;AGIL-C PLUS (VIT C+D+Z) 40PAST GOMAS LAR;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;11,13203;71;0,031;2290,32;2290,32;1;0;790,37;0,01;759,31
7;Farma;154584;NASOJET ALTO FLUXO 30SACHES 2,16G+APLIC;33057;NATULAB LABORATORIO LTDA;20,466851;10;0,526;19,01;19,01;38;0;204,67;0,42;0,0
7;HB;154593;LENCO PAPEL ELITE POCKET C/10FLS X 06UND;789603;SOFTYS BRASIL LTDA;7,461807;272;0,069;3942,03;3942,03;4;0;2029,61;0,04;1998,72
7;HB;154626;DEO COL GB ROSE GOLD 50ML;792121;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;29,5461;2;0,01;200,0;200,0;1;0;59,09;0,01;41,36
7;HB;154627;DES AERO GB 72HRS ROSE GOLD 150ML;792121;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;9,0117;79;0,039;2025,64;2025,64;4;0;711,92;0,04;690,83
7;HB;154628;DES ROLLON GB ROSE GOLD 50ML;792121;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;4,2036;18;0,0;;9999,0;0;0;75,66;0,0;0,0
7;HB;154629;LOC HID GB ROSE GOLD 200ML;792121;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;11,2251;3;0,049;61,22;61,22;2;0;33,68;0,02;0,67
7;HB;154631;PROT SOLAR INF GB FTS50 BABY&KIDS 170ML;792121;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;29,7693;26;0,0;;9999,0;0;0;774,0;0,0;0,0
7;HB;154637;KIT GB ROLLON C/2UND URBAN 50ML;792121;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;6,0636;16;0,0;;9999,0;0;0;97,02;0,0;0,0
7;HB;154638;KIT GB ROLLON C/2UND POWER 50ML;792121;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;6,0636;29;0,019;1526,32;1526,32;2;0;175,84;0,02;168,93
7;HB;154639;KIT GB ROLLON C/2UND ACTIVE 50ML;792121;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;5,4591;8;0,184;43,48;43,48;19;0;43,67;0,21;0,0
7;HB;154640;KIT GB ROLLON C/2UND FRESH 50ML;792121;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;6,0636;20;0,078;256,41;256,41;6;0;121,27;0,07;92,89
7;Farma;154648;DIPIRONA 500MG/ML GTS 20ML GEN NATULAB;33057;NATULAB LABORATORIO LTDA;3,240118;377;0,146;2582,19;2582,19;15;0;1221,52;0,17;1178,94
7;HB;154672;FRALDA BABYSEC PREMIUM HIPER M 68UN;789603;SOFTYS BRASIL LTDA;44,76839;16;0,311;51,45;51,45;30;0;716,29;0,33;0,0
7;HB;154673;FRALDA BABYSEC PREMIUM HIPER G 60UN;789603;SOFTYS BRASIL LTDA;40,84839;22;0,99;22,22;22,22;96;0;898,66;1,07;0,0
7;HB;154674;FRALDA BABYSEC PREMIUM HIPER XG 56UN;789603;SOFTYS BRASIL LTDA;44,76917;60;0,584;102,74;102,74;50;0;2686,15;0,56;1117,44
7;HB;154675;FRALDA BABYSEC PREMIUM HIPER XXG 52UN;789603;SOFTYS BRASIL LTDA;37,79839;52;0,718;72,42;72,42;72;0;1965,52;0,8;337,09
7;Farma;154677;DOXICICLINA 100MG 20COM GEN PHARL;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;10,6604;271;1,28;211,72;211,72;89;0;2888,97;0,99;1660,9
7;Farma;154686;DOXICLIN (DOXICICLINA) 100MG 20COM;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;10,6604;114;0,233;489,27;489,27;24;0;1215,29;0,27;991,74
7;Farma;154687;GABAPENTINA 300MG 30CAP (C1) GEN PHARL;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;16,807;46;0,933;49,3;49,3;14;0;773,12;0,16;0,0
7;HB;154698;PAPEL HIG DELUXE FOLHA DUPL 20M LV12PG11;789603;SOFTYS BRASIL LTDA;8,659;6;92,918;0,06;0,06;7244;0;51,95;80,49;0,0
7;HB;154699;MAMAD BIG MBITA 330ML SIL R MB11065-01-M;30083;LOLLY BABY PRODUTOS INFANTIS L;12,740768;9;0,105;85,71;85,71;6;0;114,67;0,07;34,4
7;HB;154700;MAMAD BIG MBITA 330ML SIL R MB11065-01-F;30083;LOLLY BABY PRODUTOS INFANTIS L;12,740846;7;0,095;73,68;73,68;8;0;89,19;0,09;16,56
7;HB;154701;MINI MAM MBITA 50ML F MB-2361-01-F;30083;LOLLY BABY PRODUTOS INFANTIS L;7,061164;8;0,068;117,65;117,65;5;0;56,49;0,06;27,68
7;HB;154703;CH MBITA SIL O T1 MB-4814-01-F;30083;LOLLY BABY PRODUTOS INFANTIS L;4,009178;5;0,097;51,55;51,55;10;0;20,05;0,11;0,0
7;HB;154704;CH MBITA SIL O T1 MB-4814-01-M;30083;LOLLY BABY PRODUTOS INFANTIS L;4,009178;11;0,117;94,02;94,02;11;0;44,1;0,12;15,96
7;HB;154705;CH MBITA SIL O T2 MB-4815-01-F;30083;LOLLY BABY PRODUTOS INFANTIS L;4,017725;3;0,068;44,12;44,12;4;0;12,05;0,04;0,0
7;HB;154707;CH MBITA SIL O T2 MB-4815-01-M;30083;LOLLY BABY PRODUTOS INFANTIS L;4,017725;2;0,107;18,69;18,69;6;0;8,04;0,07;0,0
7;HB;154708;CH MBITA D/N SIL O T1 MB-5814-02-F;30083;LOLLY BABY PRODUTOS INFANTIS L;11,061291;6;0,019;315,79;9999,0;0;0;66,37;0,0;0,0
7;HB;154709;CH MBITA D/N SIL O T1 MB-5814-02-M;30083;LOLLY BABY PRODUTOS INFANTIS L;11,061291;7;0,019;368,42;9999,0;0;0;77,43;0,0;0,0
7;HB;154710;CH MBITA D/N SIL O T2 MB-5815-02-F;30083;LOLLY BABY PRODUTOS INFANTIS L;11,061291;2;0,019;105,26;105,26;2;0;22,12;0,02;9,51
7;HB;154711;CH MBITA D/N SIL O T2 MB-5815-02-M;30083;LOLLY BABY PRODUTOS INFANTIS L;11,259443;4;0,029;137,93;137,93;3;0;45,04;0,03;25,45
7;HB;154712;MORDEDOR CHOCALHO MBITA MB-7049-01*;30083;LOLLY BABY PRODUTOS INFANTIS L;13,273549;17;0,0;;9999,0;0;0;225,65;0,0;0,0
7;HB;154713;PREND CHUPETA MBITA MB-7071-01*;30083;LOLLY BABY PRODUTOS INFANTIS L;8,370467;9;0,058;155,17;155,17;6;0;75,33;0,07;46,2
7;HB;154714;COPO TREINAMEN MBITA 250ML MB-7104-00-F;30083;LOLLY BABY PRODUTOS INFANTIS L;13,833459;10;0,03;333,33;9999,0;0;0;138,33;0,0;0,0
7;HB;154715;COPO TREINAMEN MBITA 250ML MB-7104-00-M;30083;LOLLY BABY PRODUTOS INFANTIS L;13,833382;8;0,019;421,05;9999,0;0;0;110,67;0,0;0,0
7;HB;154716;KIT BANHO MBITA MB-7151-01*;30083;LOLLY BABY PRODUTOS INFANTIS L;15,1869;32;0,029;1103,45;1103,45;3;0;485,98;0,03;459,55
7;HB;154717;COPO C/CANUDO MBITA 330ML MB-7198-00-F;30083;LOLLY BABY PRODUTOS INFANTIS L;13,833306;6;0,141;42,55;42,55;6;0;83,0;0,07;0,0
7;HB;154720;COPO C/CANUDO MBITA 330ML MB-7198-00-M;30083;LOLLY BABY PRODUTOS INFANTIS L;13,833459;6;0,053;113,21;113,21;2;0;83,0;0,02;39,01
7;HB;154721;PORTA CHUPETA MBITA MB-7351-01*;30083;LOLLY BABY PRODUTOS INFANTIS L;4,948268;12;0,143;83,92;83,92;7;0;59,38;0,08;16,93
7;Farma;154751;HYSTALOR (DESLORATADINA) 0,5MG/ML 60ML;33928;GEOLAB IND FARMACEUTICA S/A;8,349;96;1,46;65,75;65,75;81;0;801,5;0,9;0,0
7;Farma;154758;BUPROPIONA 300MG 30COM (C1) GEN GMD;53333;GERMED FARMACEUTICA LTDA;65,176347;13;0,136;95,59;95,59;4;0;847,29;0,04;49,55
7;Farma;154761;NEBIVOLOL 5MG 30COM GEN GMD;53333;GERMED FARMACEUTICA LTDA;14,852076;57;0,398;143,22;143,22;38;0;846,57;0,42;314,58
7;Farma;154762;BUPROPIONA 150MG 30COM 24HS (C1) GEN GMD;53333;GERMED FARMACEUTICA LTDA;47,585648;25;0,184;135,87;135,87;19;0;1189,64;0,21;401,62
7;Farma;154777;VIT NEO QUIMICA VITAMINA D3 5.000UI30CAP;47252;HYPERA S.A;9,4087;1;2,592;0,39;0,39;240;0;9,41;2,67;0,0
7;Farma;154905;DORAGEO (DIPIRONA) 1G 20COM;33928;GEOLAB IND FARMACEUTICA S/A;8,9204;226;0,0;;9999,0;0;0;2016,01;0,0;0,0
7;HB;154910;FRALDA CALCA SP JB MAMYPOKO XG24X4;793042;UNICHARM DO BRASIL IND E COM DE PROD DE HIGIENE LTDA;19,262512;904;6,223;145,27;145,27;529;0;17413,31;5,88;10221,19
7;HB;154912;FRALDA CALCA SP JB MAMYPOKO XXG22X4;793042;UNICHARM DO BRASIL IND E COM DE PROD DE HIGIENE LTDA;19,262512;896;6,417;139,63;139,63;601;0;17259,21;6,68;9842,81
7;Farma;154913;HISCONGEX 12MG+15MG 12COM;47252;HYPERA S.A;11,6696;300;7,155;41,93;41,93;586;0;3500,88;6,51;0,0
7;Farma;154914;SUPRA D GOTAS 200 UI LIMAO 20ML;789423;KLEY HERTZ DISTRIBUIDORA LTDA;9,079328;344;2,981;115,4;115,4;272;0;3123,29;3,02;687,45
7;Farma;154915;TROMETAMOL CETOROLACO 10MG 10COM GEN GMD;53333;GERMED FARMACEUTICA LTDA;6,4208;123;0,942;130,57;130,57;75;0;789,76;0,83;245,39
7;Farma;154916;TROMETAMOL CETOROLACO 10MG 20COM GEN GMD;53333;GERMED FARMACEUTICA LTDA;11,739235;30;0,117;256,41;256,41;12;0;352,18;0,13;228,56
